fn,firstSentence,basedOn,code
Indobit-A-NYT1984_1-500-363.txt,"Sally Merrick, a former assistant district attorney for Bronx County and the first woman to become a director of the county's bar association, died in her sleep Monday at her home in the Riverdale section of the Bronx.",director," 150, 159
"
Indobit-A-NYT1982_1001-1500-77.txt,"Carol Baum Jarrett, a former director of admissions for St. Ann's School, a private preparatory school in Brooklyn Heights, died of cancer yesterday at Vineyard Haven Hospital, Martha's Vineyard, Mass., where she was vacationing.",director," 150, 159
"
Indobit-A-NYT1981 - July 1 - Sep 30-216.txt,"M. R. Werner, a biographer and historian, died at Lenox Hill Hospital on Aug. 5.",historian," 052
"
Indobit-A-NYT1983 - April 1 - June 30-322.txt,"Ivan Tors, producer of animal movies and marine-oriented television series such as ''Flipper'' and ''Sea Hunt,'' died of a heart attack June 4 while engaged in pre-production work in Brazil.",producer," 159, 187, 962
"
Indobit-A-NYT1983 - April 1 - June 30-300.txt,"Dr. Aaron Stein, clinical professor of psychiatry at the Mount Sinai School of Medicine and an attending psychiatrist at the Mount Sinai Medical Center, died yesterday at his home in Manhattan.",psychiatrist," 070
"
Indobit-A-NYT1983 - July 1 - Sep 30-285.txt,"Albert Chauncey Newlin, a Wall Street lawyer and a supporter of the arts, died yesterday at Lenox Hill Hospital after a brief illness.",lawyer," 110–111
"
Indobit-A-NYT1982_1-500-94.txt,"Phil Greenwald, director of entertainment at the Concord Hotel for 35 years, died yesterday at Lenox Hill Hospital.",director," 150, 159
"
Indobit-A-NYT1980_1-500-326.txt,"Norman Cazden, American pianist, composer, musicologist and educator, died Monday of cancer at the Eastern Maine Medical Center in Bangor.",composer," 152
"
Indobit-A-NYT1981 - April 1 - June 30-464.txt,"Dr. Peter Chiarulli, deputy executive director of the American Society of Mechanical Engineers, died Thursday in Los Angeles.",director," 150, 159
"
Indobit-A-NYT1984_1001-1500-480.txt,"Rene Klopfenstein, one of Switzerland's best-known conductors and the former director of the Montreux International Music Festival, died while on a flight from the United States to Switzerland, his family announced today.",director," 150, 159
"
Indobit-A-NYT1986_1501-1568-35.txt,"Andrei Tarkovsky, the Russian director who won acclaim in the West for films that were criticized and banned in his homeland, died of lung cancer yesterday in Paris.",director," 150, 159
"
Indobit-A-NYT1981 - April 1 - June 30-270.txt,"George C. Demas, a New York City lawyer known for his work in corporate acquisitions, died Monday at his home in Ramapo, N.Y.",lawyer," 110–111
"
Indobit-A-NYT1982_1-500-220.txt,"Dr. Martha Brunner-Orne, a psychiatrist and authority on alcoholism, died of cancer Thursday at her home in Boston.",psychiatrist," 070
"
Indobit-A-NYT1982_1-500-434.txt,"Warren Oates, the character actor who appeared in ''Easy Rider,'' ''In the Heat of the Night'' and ''Dillinger,'' died, apparently of a heart attack, Saturday.",actor," 150
"
Indobit-A-NYT1982_1501-1630-16.txt,"The country singer Marty Robbins, whose song ''El Paso'' won the first Grammy Award for best country and western song in 1960, died at St. Thomas Hospital in Nashville late Wednesday night six days after a heart attack.",singer," 152
"
Indobit-A-NYT1982_1501-1630-16.txt,"The country singer Marty Robbins, whose song ''El Paso'' won the first Grammy Award for best country and western song in 1960, died at St. Thomas Hospital in Nashville late Wednesday night six days after a heart attack.",country,KZ-Genre
Indobit-A-NYT1982_1501-1630-16.txt,"The country singer Marty Robbins, whose song ''El Paso'' won the first Grammy Award for best country and western song in 1960, died at St. Thomas Hospital in Nashville late Wednesday night six days after a heart attack.",song,KZ-Forms of Music
Indobit-A-NYT1981 - July 1 - Sep 30-12.txt,"George Voskovec, the dramatic actor, director and playwright best known for his character roles on the New York stage, died July 1 at his home in Pearblossom, Calif.",director," 150, 159
"
Indobit-A-NYT1981 - July 1 - Sep 30-12.txt,"George Voskovec, the dramatic actor, director and playwright best known for his character roles on the New York stage, died July 1 at his home in Pearblossom, Calif.",actor," 150
"
Indobit-A-NYT1982_1501-1630-30.txt,"Joseph F. Vermaelen, retired executive director and chief engineer of the Triborough Bridge and Tunnel Authority, died Friday, apparently of a heart attack, at his home in Randall Manor, S.I.",director," 150, 159
"
Indobit-A-NYT1981 - July 1 - Sep 30-14.txt,", KILLED IN FALL OFF BRITAIN'S TALLEST MOUNTAIN FORT WILLIAM, Scotland, July 2 (Reuters) - Ann Gladys Renfrew, 20-year-old daughter of Glen Renfrew, Reuters' managing director for North America, fell to her death Tuesday in an accident on Ben Nevis, Britain's highest mountain, the police said.",director," 150, 159
"
Indobit-A-NYT1986_501-1000-145.txt,"Sir Robert Helpmann, an Australian dancer who became an international ballet star and choreographer as well as a noted actor and director, died yesterday in Sydney after a long illness.",choreographer," 962
"
Indobit-A-NYT1986_501-1000-145.txt,"Sir Robert Helpmann, an Australian dancer who became an international ballet star and choreographer as well as a noted actor and director, died yesterday in Sydney after a long illness.",dancer," 151
"
Indobit-A-NYT1986_501-1000-145.txt,"Sir Robert Helpmann, an Australian dancer who became an international ballet star and choreographer as well as a noted actor and director, died yesterday in Sydney after a long illness.",director," 150, 159
"
Indobit-A-NYT1986_501-1000-145.txt,"Sir Robert Helpmann, an Australian dancer who became an international ballet star and choreographer as well as a noted actor and director, died yesterday in Sydney after a long illness.",actor," 150
"
Indobit-A-NYT1986_1001-1500-109.txt,"Arthur Rubloff, a real estate developer whose projects reshaped the face of Chicago and who gave millions of dollars to artistic and charitable endeavors, died at his home today.",real estate developer," 189
"
Indobit-A-NYT1986_1001-1500-109.txt,"Arthur Rubloff, a real estate developer whose projects reshaped the face of Chicago and who gave millions of dollars to artistic and charitable endeavors, died at his home today.",artist," 141, 144
"
Indobit-A-NYT1982_501-1000-440.txt,"John W. Weigl, a chemist with the Xerox Corporation for 20 years and the holder of patents in the electrophotography field, died of a heart attack Sunday, his 56th birthday, at his home in Webster, N.Y. Mr. Weigl was born in Austria and came to the United States as a boy.",chemist," 022
"
Indobit-A-NYT1984_1-500-366.txt,"Henry W. Ryder, a physician and an authority on the physiology of running, died of a heart attack March 13 at Good Samaratin Hospital in Cincinnati.",physician," 070
"
Indobit-A-NYT1982_1-500-205.txt,"Marion S. Wyeth, an architect who had designed many homes in Palm Beach, Fla., and institutional buildings in the area, died last Thursday at the Good Samaritan Hospital in West Palm Beach.",architect," 001
"
Indobit-A-NYT1981 - Oct 1 - Dec 31-395.txt,"Eugene Conley, a tenor with the Metropolitan and New York City Opera Companies and the first American tenor to open the season at Milan's La Scala, died of cancer on Friday in Westgate Hospital in Denton, Tex.",tenor,KZ-Instrument
Indobit-A-NYT1981 - Oct 1 - Dec 31-395.txt,"Eugene Conley, a tenor with the Metropolitan and New York City Opera Companies and the first American tenor to open the season at Milan's La Scala, died of cancer on Friday in Westgate Hospital in Denton, Tex.",opera,KZ-Forms of Music
Indobit-A-NYT1981 - Oct 1 - Dec 31-63.txt,"Howard F. Koons, retired postmaster of Perth Amboy, N. J., and a former civil engineer with the New Jersey Highway Department, died Saturday at Perth Amboy General Hospital.",civil engineer," 005
"
Indobit-A-NYT1986_1001-1500-451.txt,"Nikolai M. Druzhinin, a noted Soviet historian, died Friday, the newspaper Pravda announced today.",historian," 052
"
Indobit-A-NYT1986_501-1000-223.txt,"Kathleen Carroll Reasoner, a lawyer and the wife of Harry Reasoner, a CBS News correspondent, died of cancer yesterday at her home in Westport, Conn. She was 60 years old.",lawyer," 110–111
"
Indobit-A-NYT1981 - Jan 1 - March 31-161.txt,"Roger Place Butterfield, a historian and journalist, died yesterday of a heart attack at his home in Hartwick, N.Y.",historian," 052
"
Indobit-A-NYT1981 - Jan 1 - March 31-161.txt,"Roger Place Butterfield, a historian and journalist, died yesterday of a heart attack at his home in Hartwick, N.Y.",journalist," 131–132
"
Indobit-A-NYT1983 - Oct 1 - Dec 31-288.txt,"Michael Whitney, the estranged husband of the actress Twiggy, the co-star of the Broadway musical ''My One and Only,'' died after a heart attack in a New York restaurant Wednesday night.",musical,KZ-Forms of Music
Indobit-A-NYT1981 - April 1 - June 30-222.txt,"Paul Petroff, a ballet teacher and a leading dancer with the American Ballet Theater, died of a heart attack April 27 in Antwerp, Belgium, where he and his late wife, the ballerina Nana Gollner, had operated a ballet school.",dancer," 151
"
Indobit-A-NYT1984_1-500-174.txt,"Balasaraswati, who was considered one of the greatest classical dancers India has produced and who performed and taught in the United States over a period of 20 years, died yesterday in Madras, India.",dancer," 151
"
Indobit-A-NYT1984_1-500-174.txt,"Balasaraswati, who was considered one of the greatest classical dancers India has produced and who performed and taught in the United States over a period of 20 years, died yesterday in Madras, India.",dancers," 151
"
Indobit-A-NYT1984_1-500-174.txt,"Balasaraswati, who was considered one of the greatest classical dancers India has produced and who performed and taught in the United States over a period of 20 years, died yesterday in Madras, India.",classical,KZ-Genre
Indobit-A-NYT1983 - July 1 - Sep 30-216.txt,"Harold P. Seligson, a lawyer and founder of the Practising Law Institute in Manhattan, died Tuesday at Lenox Hill Hospital.",lawyer," 110–111
"
Indobit-A-NYT1980_501-904-372.txt,"Prof. Arthur Francis Buddington, a geologist who taught and conducted research at Princeton University for 40 years, died Thursday at a hospital in Quincy, Mass.",geologist," 024
"
Indobit-A-NYT1983 - Jan 1 - March 31-254.txt,"Marian Nixon, who was Spencer Tracy's first leading lady and the wife of the late director William Seiter, died two days after undergoing open heart surgery.",director," 150, 159
"
Indobit-A-NYT1983 - July 1 - Sep 30-40.txt,"Osgood V. Tracy, a former executive vice president of W.R. Grace & Company and a former president of the Esso Standard Oil Company, died of a stroke last Sunday at a nursing home in Mendham, N.J.",standard,KZ-Forms of Music
Indobit-A-NYT1984_501-1000-440.txt,"John Little, an abstract expressionist artist who founded a New York company that made fabrics and wallpaper with designs inspired by abstract expressionism, died July 30 at his home in East Hampton, L.I., after a long illness.",artist," 141, 144
"
Indobit-A-NYT1984_501-1000-440.txt,"John Little, an abstract expressionist artist who founded a New York company that made fabrics and wallpaper with designs inspired by abstract expressionism, died July 30 at his home in East Hampton, L.I., after a long illness.",expressionist,KZ-Genre
Indobit-A-NYT1980_1-500-116.txt,"U Law Yone, a Burmese newspaper editor who was imprisoned by the military Government of President Ne Win and later was active in a rebellion against it, died Friday in Kensington, Md., where he had been living in recent years.",newspaper editor," 132
"
Indobit-A-NYT1987 - April 1 - June 30-365.txt,"Kid Thomas Valentine, the last of the ''roughhouse'' trumpet players and longtime leader of the Preservation Hall jazz band, died Tuesday night.",jazz,KZ-Genre
Indobit-A-NYT1987 - April 1 - June 30-365.txt,"Kid Thomas Valentine, the last of the ''roughhouse'' trumpet players and longtime leader of the Preservation Hall jazz band, died Tuesday night.",trumpet,KZ-Instrument
Indobit-A-NYT1982_1501-1630-104.txt,"John C. Wister, one of the nation's most highly honored horticulturists, died yesterday at his home in Swarthmore, Pa.",horticulturists," 040
"
Indobit-A-NYT1982_1501-1630-104.txt,"John C. Wister, one of the nation's most highly honored horticulturists, died yesterday at his home in Swarthmore, Pa.",horticulturist," 040
"
Indobit-A-NYT1983 - Jan 1 - March 31-408.txt,"Ivan M. Vinogradov, a leading Soviet mathematician, died Sunday in Moscow at the age of 92, the Soviet press agency Tass reported yesterday.",mathematician," 020
"
Indobit-A-NYT1985 - July 1 - Sep 30-27.txt,"Henry Ellenbogen, who was a judge in Pittsburgh for 30 years after serving three terms in Congress, died Thursday at the Greenbriar Nursing Home in Miami.",judge," 111
"
Indobit-A-NYT1984_501-1000-495.txt,"Joseph Albert Grazier, the former chief executive officer of American Standard Inc., died Sunday at Burke's Rehabilitation Center in White Plains.",standard,KZ-Forms of Music
