word,code(s)
vegetable specker,occ2000-604
vegetable tester,occ2000-874
vegetable thinner,occ2000-605
vegetable tier,occ2000-605
vegetable trimmer,"occ2000-605, occ2000-871"
vegetable washer,occ2000-886
vegetable washing machine operator,occ2000-886
vehicle fuel systems converter,occ2000-720
vehicle maintenance unit commanding officer,occ2000-371
vehicle mechanic,"occ2000-724, occ2000-724, occ2000-721, occ2000-720, occ2000-714"
vehicle washer,occ2000-961
vehicle--code by type of vehicle mechanic,occ2000-
vein pumper,occ2000-886
velocity shooter,occ2000-683
velvet cutter,occ2000-840
velvet weaver,occ2000-841
vendette,occ2000-476
vending and coin machines sales,occ2000-485
vending machine assembler,occ2000-772
vending machine coin collector,occ2000-751
vending machine collector,occ2000-751
vending machine filler,occ2000-751
vending machine host/hostess,occ2000-416
vending machine mechanic,occ2000-751
vending machine operator,occ2000-496
vending machine route worker,292
vending machine route workers,292
vending route servicer,occ2000-751
vendor,"occ2000-751, occ2000-495"
veneer clipper,occ2000-853
veneer clipper helper,occ2000-761
veneer cutter,occ2000-853
veneer drier,occ2000-855
veneer drier feeder,occ2000-963
veneer grader,occ2000-874
veneer joiner,occ2000-854
veneer jointer helper,occ2000-895
veneer jointer offbearer,occ2000-963
veneer jointer operator,occ2000-854
veneer lathe operator,occ2000-854
veneer layer,occ2000-775
veneer marker,occ2000-855
veneer measurer,occ2000-874
veneer patcher,occ2000-855
veneer press operator,occ2000-854
veneer puller,occ2000-896
veneer sales,occ2000-485
veneer sample maker,occ2000-871
veneer sawyer,occ2000-853
veneer slicing machine operator,occ2000-854
veneer splicer,occ2000-854
veneer stock grader,occ2000-874
veneer stock layer,occ2000-963
veneer supervisor,occ2000-770
veneer taper,occ2000-855
venereal disease control head,occ2000-035
venereal disease investigator,occ2000-354
venetian blind assembler,occ2000-775
venetian blind cleaner,occ2000-422
venetian blind cleaner and repairer,occ2000-422
venetian blind installer,occ2000-676
venetian blind maker,occ2000-775
venetian blind mechanic,occ2000-676
venetian blind washer,occ2000-422
venetian blind worker,occ2000-676
ventilating engineer,occ2000-146
ventilating equipment installer,occ2000-731
ventilating expert,occ2000-146
ventilation equipment tender,occ2000-896
ventilation worker,"occ2000-623, occ2000-861"
ventriloquist,occ2000-276
verger,occ2000-206
verifier operator,occ2000-581
verifying machine operator,occ2000-581
verse writer,occ2000-285
vertical boring mill operator,occ2000-796
vertical lathe operator,occ2000-801
vertical punch operator,occ2000-795
vessel builder,occ2000-622
vessel liner,occ2000-622
vessel scrapper,occ2000-896
vessel scrapper helper,occ2000-895
vessel slagman,occ2000-896
vest backer,occ2000-832
vest baster,occ2000-832
vest finisher,occ2000-832
vest maker,occ2000-835
vest presser,occ2000-831
veterans adviser,occ2000-202
veterans contact representative,occ2000-073
veterans rehabilitation counselor,occ2000-200
veterans service officer,occ2000-202
veterinarian,"073, occ2000-325"
veterinarian assistant,occ2000-365
veterinarian epidemiologist,occ2000-325
veterinarian helper,occ2000-365
veterinarian supplies sales,occ2000-485
veterinarians,073
veterinarians and veterinary inspector,occ2000-325
veterinary attendant,occ2000-365
veterinary bacteriologist,occ2000-325
veterinary dentist,occ2000-325
veterinary inspector,occ2000-325
veterinary laboratory diagnostician,occ2000-325
veterinary medicine teacher,occ2000-220
veterinary microbiologist,occ2000-325
veterinary pathologist,occ2000-325
veterinary radiologist,occ2000-325
veterinary science teacher,occ2000-220
veterinary surgeon,occ2000-325
veterinary technician,occ2000-341
veterinary technologist,occ2000-341
veterinary toxicologist,occ2000-325
vibration engineer,occ2000-132
vibrator operator,"occ2000-626, occ2000-871"
vicar,occ2000-204
vice,isco08-1120
vice adm.,isco08-11
vice chairman,"isco08-112, isco08-1120"
vice chancellor,"occ2000-001, occ2000-205"
vice consul,occ2000-043
vice investigator,occ2000-382
vice president,"occ2000-001, isco08-1120, isco08-121, isco08-12"
vice president for personnel services,isco08-1212
vice president for supervising-purchasing,isco08-12
vice president manager,occ2000-001
vice president of industrial relations,isco08-1212
vice principal,"occ2000-023, occ2000-023"
victims advocate clerk/specialist,occ2000-395
video camera operator,occ2000-292
video control engineer,occ2000-290
video control operator,occ2000-290
video games mechanic,occ2000-751
video machines mechanic,occ2000-751
video operator,"occ2000-290, occ2000-292"
video player mechanic,occ2000-712
video recorder mechanic,occ2000-712
video rental clerk,occ2000-474
video rental sales,occ2000-474
video system repairer,occ2000-712
video tape duplicator,occ2000-292
video tape transferrer,occ2000-292
video technician,occ2000-290
videotape sales,occ2000-476
vigoureux printer,occ2000-826
village clerk,occ2000-043
vine fruit farming supervisor,occ2000-600
vine pruner,occ2000-425
vinegar maker,occ2000-784
viner operator,occ2000-896
vineyard tender,occ2000-605
vineyardist,"occ2000-020, occ2000-021"
vinyl top installer,"occ2000-775, occ2000-845"
viola,KZ-Music
violin,KZ-Music
violin maker,occ2000-892
violin mechanic,occ2000-743
violin repairer,occ2000-743
violin teacher,"occ2000-232, occ2000-220, occ2000-234"
violinist,"occ2000-275, isco08-2652"
virologist,occ2000-161
virology teacher,occ2000-220
viscose cellar charge hand,occ2000-864
viscose cellar worker,occ2000-864
viscose department worker,occ2000-896
viscosity inspector,occ2000-192
viscosity tester,occ2000-874
viscosity worker,occ2000-192
visiting \ all other teacher,occ2000-234
visiting housekeeper,occ2000-423
visiting nurse,occ2000-313
visitor,"occ2000-202, occ2000-206"
visor installer,occ2000-775
visual aid expert,occ2000-254
visual education director,"occ2000-243, occ2000-255"
visual education teacher,occ2000-220
visual educator,occ2000-220
visual training aide,occ2000-365
visualizer,occ2000-260
viticulture teacher,occ2000-220
viticulturist,"occ2000-160, occ2000-020, occ2000-021"
vocal artist,occ2000-275
vocal teacher,"occ2000-232, occ2000-220, occ2000-234"
vocalist,occ2000-275
vocational adviser,occ2000-200
vocational counselor,"045, 166, occ2000-200"
vocational counselors,"045, 166"
vocational director,occ2000-200
vocational education teacher,"097, occ2000-220, occ2000-231, occ2000-232"
vocational education teachers,097
vocational evaluator,occ2000-200
vocational examiner,occ2000-200
vocational nurse,occ2000-350
vocational psychologist,occ2000-182
vocational rehabilitation counselor,occ2000-200
vocational rehabilitation supervisor,occ2000-200
vocational rehabilitation teacher,occ2000-220
vocational school teacher,occ2000-220
vocational training teacher,occ2000-220
voice coach,occ2000-234
voice teacher,"occ2000-232, occ2000-220, occ2000-234"
voicer,occ2000-743
volcanologist,occ2000-174
volcanology teacher,occ2000-220
voltage inspector,occ2000-860
voltage tester,occ2000-874
voltmeter operator,occ2000-702
volunteer coordinator,occ2000-593
volunteer services director,"occ2000-035, occ2000-202"
volunteer services manager,occ2000-042
votator machine operator,occ2000-890
voting machine mechanic,occ2000-762
voucher clerk,occ2000-512
voucher examiner,occ2000-512
vulcanized fiber unit operator,occ2000-872
vulcanizer,"occ2000-834, occ2000-873"
vulcanizing machine operator,"occ2000-834, occ2000-873"
vulcanizing press operator,occ2000-834
w a n administrator,occ2000-110
w. r. grace & company,naics-33
wad blanking press adjuster,occ2000-896
wad lubricator,occ2000-896
wafer machine operator,"occ2000-783, occ2000-884"
wage adjuster,occ2000-062
wage analyst,occ2000-062
wage and hour investigator,occ2000-056
wage and salary administrator,occ2000-013
wage and salary specialist,occ2000-062
wage conciliator,occ2000-062
wage hand ,"occ2000-605, occ2000-605"
wages and hours investigator,occ2000-056
wagon drill operator,occ2000-682
wagon driller,occ2000-682
wagon driver sales,occ2000-913
wagon person,"occ2000-975, occ2000-913"
wagon washer,occ2000-961
wagon winder,occ2000-626
wagoner,"occ2000-613, occ2000-682"
waist cutter,occ2000-835
waist fitter,occ2000-832
waistband setter,occ2000-832
waistline joiner,occ2000-832
waiter \ specified or n.s.,occ2000-411
waiter and cashier,occ2000-411
waiter and cook,occ2000-405
waiters and waitresse,311
waiters and waitresses,311
waiting on customers,"occ2000-411, occ2000-474"
waiting on customers clerk,"occ2000-406, occ2000-474"
waiting on customers waiter,occ2000-411
"waiting on customers--code as ""sales"" by type of commodity clerk",occ2000-
"waiting on customers--see ""sales"" and code by product sold",occ2000-
"waitress--see ""waiter""",occ2000-
wall cleaner,"occ2000-422, occ2000-626, occ2000-422"
wall man,occ2000-676
wall mirror dept. supervisor,occ2000-770
wall scraper,occ2000-626
wall steamer,occ2000-626
wall taper,occ2000-633
wall washer,"occ2000-626, occ2000-422"
wallpaper and wall coverings sales,occ2000-476
wallpaper cleaner,"occ2000-626, occ2000-422"
wallpaper consultant,occ2000-476
wallpaper hanger,occ2000-643
wallpaper inspector,occ2000-874
wallpaper printer,"occ2000-826, occ2000-826"
wallpaper scraper,occ2000-626
wallpaperer,occ2000-643
walter reed army institute,naics-54
wanigan clerk,occ2000-514
want ad clerk,occ2000-535
want ad receiver,occ2000-535
want ad supervisor,occ2000-500
war and foreign correspondent,isco08-2642
war assets admininstration,naics-92
ward aide,occ2000-360
ward attendant,occ2000-360
ward clerk,"245, occ2000-586"
ward clerks,245
ward helper,occ2000-360
ward maid,occ2000-423
ward nurse,occ2000-313
ward secretary,occ2000-570
ward service supervisor,occ2000-500
ward supervisor,"occ2000-370, occ2000-313"
warden,"occ2000-370, occ2000-383, occ2000-375"
wardrobe custodian,occ2000-443
wardrobe mistress,occ2000-443
wardrobe supervisor,occ2000-443
ware carrier,occ2000-896
ware finisher,occ2000-892
ware server,occ2000-963
ware tester,occ2000-874
waredresser,occ2000-865
warehouse checker,"occ2000-563, occ2000-563"
warehouse clerk,occ2000-562
warehouse examiner,occ2000-056
warehouse hand,occ2000-962
warehouse laborer,occ2000-962
warehouse manager,occ2000-016
warehouse record clerk,occ2000-562
warehouse selector,occ2000-962
warehouse supervisor,occ2000-500
warehouse worker,"222, 921–922, 929"
warehouse workers,"222, 921–922, 929"
warm in,occ2000-896
warp boy,occ2000-963
warp changer,occ2000-842
warp coiler,occ2000-963
warp doffer,occ2000-842
warp drawer,occ2000-842
warp dresser,"occ2000-842, occ2000-896"
warp dyeing tender,occ2000-836
warp dyeing vat tender,occ2000-836
warp hand,occ2000-842
warp hanger,occ2000-842
warp hauler,occ2000-963
warp knitting machine operator,occ2000-841
warp picker,occ2000-842
warp placer,occ2000-963
warp preparer,occ2000-842
warp spinner,occ2000-842
warp splitter,occ2000-842
warp spooler,occ2000-842
warp starter,occ2000-842
warp tester,occ2000-874
warp tier,occ2000-842
warp tying machine tender,occ2000-842
warper,occ2000-842
warper creeler,occ2000-842
warper fixer,occ2000-842
warper tender,"occ2000-842, occ2000-896"
warping machine operator,occ2000-842
warpman,occ2000-963
warrant clerk,occ2000-522
warranty clerk,occ2000-524
wash and greaser,occ2000-961
wash boy,occ2000-961
wash driller,occ2000-682
wash driller helper,occ2000-693
wash house supervisor,occ2000-770
wash mill operator,occ2000-886
wash oil pump operator helper,occ2000-761
wash operator,occ2000-863
wash rack operator,occ2000-961
wash tank tender,occ2000-886
wash tub machine operator,occ2000-830
washer ,"occ2000-886, occ2000-961, occ2000-604, occ2000-864, occ2000-846, occ2000-830, occ2000-422"
washer and crusher tender,occ2000-865
washer assembler,occ2000-772
washer engineer,occ2000-871
washer engineer helper,occ2000-761
washer operator,occ2000-864
washerette machine operator,occ2000-830
washery engineer,occ2000-733
washhouse hand,occ2000-886
washhouse worker,"occ2000-422, occ2000-886"
washing and screening plant supervisor,occ2000-770
washing machine installer,occ2000-732
washing machine loader and puller,occ2000-963
washing machine operator,"occ2000-830, occ2000-886"
washing or cleaning laboratory apparatus laboratory worker,occ2000-365
washington university,naics-61
washroom attendant,occ2000-443
washroom cleaner,occ2000-961
washroom operator,occ2000-886
washtub worker,occ2000-864
washtub worker helper,occ2000-895
waste and batting waste chopper,occ2000-963
waste collection driver,occ2000-913
waste collector,occ2000-972
waste disposal attendant,occ2000-975
waste disposal plant operator,occ2000-862
waste elimination,occ2000-143
waste examiner,occ2000-874
waste hand,occ2000-896
waste machine offbearer,occ2000-963
waste machine tender,occ2000-846
waste management engineer,occ2000-142
waste oil pumper,occ2000-965
waste paper hammermill operator,occ2000-963
waste picker,occ2000-846
waste reclaimer,occ2000-846
waste treatment operator,occ2000-862
wasteman,"occ2000-694, occ2000-972"
wastewater treatment engineer,occ2000-142
wastewater treatment plant operator,"955, occ2000-862"
wastewater treatment plant operators,955
wastewater treatment supervisor,occ2000-770
watch and clock repair clerk,occ2000-562
watch assembler,occ2000-775
watch band assembler,occ2000-775
watch case polisher,occ2000-800
watch caser,occ2000-743
watch closed circuit screen,occ2000-353
watch crystal cutter,occ2000-871
watch crystal grinder,occ2000-865
watch crystal molder,occ2000-892
watch engine operator,occ2000-861
watch engineer,occ2000-861
watch inspector,occ2000-941
watch mechanic,occ2000-743
watch mfg. supervisor,occ2000-770
watch parts grinder,occ2000-800
watch repairer,"715, occ2000-743"
watch repairers,715
watch train assembler,occ2000-775
